8.925351677713015902e-04,4.833144472392224755e-08,1.442132157195940189e-11,6.953986132945936670e-13,1.528782574911048137e-24,-1.045244342467357017e-16,-1.585064847695966126e-24
1.151395937303707675e-03,1.765618788701839431e-10,1.458114408731138964e-11,5.761396022766437252e-12,4.717845254692473956e-23,-2.930434208815906423e-17,-2.372172391925300949e-23
1.561544800577124121e-03,2.158628978124386351e-08,3.205530821088167497e-10,1.318613203236811086e-10,-2.657750002238337929e-20,-1.835182073592224461e-14,5.345751054271065924e-21
1.460642401827978287e-03,1.990299170804021734e-08,3.649964955400937636e-12,4.929065172432933180e-12,1.769372992960596009e-23,5.612729465653324633e-16,-1.113703285816888046e-23
1.099172709272095956e-03,1.995932814145292617e-08,1.674507142103023213e-14,7.958096726321319161e-12,1.172277550453175559e-24,-1.085267899417945652e-15,-2.658049108350602021e-24
1.215427264108387981e-03,1.630224690449530670e-08,3.210749577398841127e-12,9.420280900246262773e-12,-4.095060869605693687e-23,-1.081312503098397693e-15,-3.173552155939547434e-23
1.771489590072345809e-03,2.291758366648021723e-09,2.786579548817700663e-11,3.538897422571686673e-11,-8.721008379881597810e-22,1.688507373883497529e-15,-6.888135072399660787e-22
1.509454690979613939e-03,5.318972170969002461e-08,1.061564215847124331e-11,3.063580538606825483e-11,2.763900415939098877e-22,-3.546625930723978821e-15,-4.783758318061231786e-22
1.374892857409294776e-03,2.355205109763457726e-08,7.358071416058668700e-12,2.882034725999616963e-11,-4.192078407474161246e-22,-1.308711236931077355e-15,-2.015590395975774066e-23
1.377417322981313707e-03,2.087740387507929838e-08,7.089349124812616710e-12,7.165929118497674004e-12,3.918675091269548721e-23,5.714654547526953849e-16,3.275816009422333209e-23
1.210280746617104289e-03,6.408438442776962123e-08,3.349957083731200915e-11,3.411638271238307797e-11,2.896605014929317578e-22,-5.639274693475703567e-16,1.116392045326514443e-21
1.016042523664374003e-03,9.699849759101762842e-09,8.836751284892950691e-12,1.702473630734921893e-11,2.088110739352604902e-22,1.613291830004121697e-15,1.639107000506080640e-24
1.752428912965772311e-03,1.091985310507494190e-09,3.116293953963916644e-11,3.094447475305818854e-11,-7.679751330410606143e-22,9.655172897106610582e-16,-5.775895736088127986e-22
1.286303654600617560e-03,2.682928440124032314e-07,1.584409746989203175e-11,1.747540122495926573e-11,2.753423312174953449e-22,7.937774311007814393e-15,-9.350660423836788407e-23
1.008996267184455401e-03,6.552499486366945273e-09,1.353092688758440979e-12,2.398201559704583866e-11,-1.337556897915481420e-22,1.829546371803448621e-15,2.779478644155081513e-23
1.126659827152461666e-03,4.758257013766926934e-09,1.401397276356718809e-11,1.637698657689700193e-11,-1.893637159012094986e-22,1.096068969154611361e-15,1.603008756018490771e-22
8.666059588169920582e-04,5.121407719163107848e-10,3.552383932895433392e-12,1.984718599988097614e-12,-2.971528065192461397e-25,-3.813713497446137402e-17,5.261588309523921075e-24
1.255665018051595368e-03,8.003224475109329389e-08,3.177807025997907607e-11,9.061996469488474923e-12,2.038105781404785146e-23,-1.144777216435142050e-15,-1.524233322842553016e-22
1.111548982906638856e-03,2.730915753125161689e-08,5.560664577772299692e-11,1.035085699797919339e-11,-3.748907449468003093e-23,9.660470714251877884e-16,2.454831305868107632e-22
1.101646125004587806e-03,2.927909688450866219e-09,2.933165178063512101e-11,6.900781001642685556e-12,-9.776873400661000555e-23,3.653999683555134269e-16,8.958715047168582135e-24
1.069475847339007839e-03,9.471111573612605349e-08,2.266058644472361687e-12,1.438928201124812536e-12,-2.402380091854423760e-24,-2.666245525390942212e-16,-9.898925031788977764e-25
9.728230679622103423e-04,2.809217956158751343e-10,6.210906467262624668e-12,4.886286454783629652e-12,2.659685774322058962e-23,1.258314342817396040e-17,4.146829708222569254e-24
1.074486499127878282e-03,1.361455107961348926e-08,2.547798969559576245e-11,3.204649330357771466e-11,8.325940038721509929e-22,3.513833319811595896e-15,3.811748109095801436e-22
1.102895566588021729e-03,2.208826744958580160e-09,4.233243073090645813e-12,6.239335323359612065e-12,3.055022324761716963e-23,2.907618150127338756e-16,9.742121173217811986e-24
1.229091120901068535e-03,2.595023792937026906e-09,5.904602728632140034e-13,2.111076417518360622e-11,-7.065182969302308343e-23,1.074147592819280161e-15,-2.373932128158882889e-23
1.259685306476505604e-03,1.974354283777813050e-08,2.437220868533152952e-12,2.555405408573927628e-11,2.014636804004572947e-22,3.563367900262552376e-15,-9.077390828452043966e-24
1.008354542662765353e-03,1.458430751584841709e-08,2.965831637821390800e-13,2.483203525125928733e-12,7.116964377124207413e-25,-2.658348995455115234e-16,2.008686675279919015e-24
1.327208448027605327e-03,7.251523673196397826e-08,8.241700645617530757e-12,3.489411187453885782e-11,-5.694344781022532290e-22,-9.263196172148174175e-15,-1.609652677495682090e-22
1.325472713280551008e-03,5.147918012283374519e-08,5.690095840896027344e-12,4.566767841932962747e-11,6.907656095867420085e-22,-1.028152838723047418e-14,-2.545129747050684494e-22
1.395816029351847152e-03,8.887119885228238673e-08,5.718674797094713094e-11,1.538777146237666649e-11,-4.528093539249911568e-22,-4.492496319760435765e-15,5.768569644599908345e-23
1.240802086785201038e-03,8.439219042659405527e-08,2.111809852952880478e-12,3.825236944473202251e-12,-1.006996298822945694e-23,-1.082183343321408473e-15,-4.098683865618542304e-24
1.254042179073668137e-03,6.153244139249620438e-08,1.434217089536169960e-11,1.542532200677743275e-11,-2.136809995375320877e-22,-3.732997760342346034e-15,-8.355022432335306141e-23
1.018936673715430466e-03,1.926432451819911385e-09,2.806726230166174387e-11,2.653186676118861729e-11,7.153552369818704952e-22,1.674482117343311772e-16,1.116901159633592186e-22
1.250864575195019621e-03,1.004497074861250053e-07,6.333238961850894237e-12,7.935166098668058443e-12,-3.717696778440188820e-23,-2.093724435175272291e-15,-4.221719735071279345e-23
1.217448622998694181e-03,8.302285933855862539e-08,1.837543859915779595e-12,5.935846572926389913e-12,-7.135781441371582575e-24,-9.291524638252290018e-16,1.825908511060834464e-23
1.101163868584810468e-03,2.887673121582107887e-09,2.086971076418395108e-11,8.549182246150778245e-13,3.158733295767070801e-24,3.233114627042155333e-17,-1.750080348391061478e-24
1.359365607591307961e-03,1.029204018292337508e-07,5.376575945811682249e-14,1.805780172303600205e-11,5.807061999631305446e-24,5.663965117928017098e-15,1.681875105716179323e-23
1.300050513284343925e-03,2.001862200546042840e-09,4.732160662168659923e-12,6.271145980160650282e-12,-1.159411430231362823e-23,-6.583861189655845123e-17,3.213495604231464336e-23
9.627760610084752212e-04,2.000931769982797396e-08,6.766101477877298547e-13,5.801932812989304904e-12,-1.015031120442354041e-23,8.121499577156608660e-16,-5.396106450291758630e-24
1.165688752992773396e-03,2.440433105757816241e-09,5.647232743641715402e-12,4.030262238425881186e-12,1.922523377139522049e-23,-1.989066563991577434e-16,-2.803550493020809420e-25
1.017681407368948351e-03,1.378685643500586723e-09,1.677335216705841449e-11,3.013440067876403217e-11,6.774522064017060407e-22,3.650782211572988181e-16,7.284970979310535357e-24
1.017795707115307004e-03,8.875922003637423459e-10,2.455941007695693798e-11,2.531555608560886013e-11,6.191760859623829898e-22,-7.373639942941332627e-16,1.227882378574561954e-22
9.514030628928436817e-04,4.767985874130633302e-09,1.602870729782337956e-11,2.014116405892440891e-11,2.164367308395092612e-22,-1.383676561462501833e-15,2.900331401689872508e-22
1.129168674334293972e-03,3.627668458112304267e-09,2.269055345105610048e-12,9.719456442359996120e-12,-4.486406603906198289e-23,5.675361116142177292e-16,-8.402840214309263514e-24
1.090614285854583226e-03,3.026416698546858484e-09,1.721941404852487761e-11,8.206977053867651527e-13,-7.699173929426586394e-25,-3.897795427971339792e-17,-2.987593767138248097e-24
1.185986685876737768e-03,2.148872037042347388e-08,3.344546976504177731e-11,7.957282315613057399e-12,-8.062298553959343158e-23,1.132052998589152620e-16,1.017406701698371509e-22
1.040540814000374872e-03,1.452360963014186051e-08,9.813270904947901965e-13,3.117839448623536783e-12,-5.396496022121345381e-24,1.371271923706344135e-16,7.875046945982751288e-25
1.120809225697393888e-03,3.822587797810611895e-10,6.502468280393010872e-12,1.084578958114365795e-11,1.070327724517335200e-23,-1.392836035264384555e-16,-9.045057527527041524e-23
1.236302343999665446e-03,1.000251461848408243e-07,5.094331605703647692e-12,1.065128379318524466e-11,-7.373316251751955494e-23,-1.190826160609633844e-15,-2.682055813778407900e-23
1.081176353858308205e-03,1.323568718395861054e-07,7.125698664691498161e-12,5.130374563891610502e-12,-2.364179939980012537e-23,2.618482281257774998e-16,2.008198130428276144e-23
1.120876981975639942e-03,1.457175615368205683e-10,1.764844602971454914e-12,9.994519786202668574e-12,-3.721536300507810263e-23,7.711436883870726041e-17,-1.941549462290339845e-23
1.144083140383474976e-03,7.677131702149526908e-09,8.446016103912970863e-11,2.009002843667559101e-11,-8.268910131381818502e-22,1.755320332811029744e-15,3.313993704416488423e-23
1.061068759082414627e-03,3.130168865047210720e-08,2.667903818519235749e-13,2.042997879720748093e-12,-1.468319247088661630e-24,-2.767016631523946603e-16,-3.449628699173139959e-25
1.318209275474219698e-03,9.262941800526005745e-08,4.795485414840408966e-12,1.606953673374506565e-11,7.963456125718819505e-23,-4.796638647525402530e-15,-1.164382182141975298e-22
9.957452367978572843e-04,1.127396982857759052e-08,8.080964051811385234e-12,3.987975508372293994e-12,1.438529353195373597e-23,-2.981040345909732201e-16,1.748127286468735623e-23
1.200550462065828623e-03,1.943125839503485837e-08,1.270459836162931988e-13,4.892598203170651289e-12,-3.855084102848472377e-24,-2.131470552872867582e-16,1.323895984008477695e-25
1.033436897401950483e-03,3.274814391354834596e-08,4.322542319303401806e-12,5.428496475680906693e-12,-1.255418502245325764e-23,6.242339606177952006e-16,-2.310562159936893217e-23
1.394051849128250236e-03,5.760532140238569332e-08,1.364809171826504743e-11,3.684860148510663688e-11,-7.624093306295780091e-22,-6.184487009245532035e-15,3.187431289080457629e-22
1.102597894499213280e-03,4.023662755373499953e-08,9.255163770421895869e-12,1.630683559290792337e-11,-1.793728889606594520e-22,-3.228387502512802071e-15,-8.920530729360376367e-23
1.021710601960921323e-03,4.895620628793697666e-08,7.010343938622748286e-13,4.535420828433962913e-12,-4.811367046039331128e-24,-6.652320900028769586e-16,-6.500223674499264229e-24
1.136904481703642899e-03,6.646400338904265262e-09,2.377907821056783944e-13,1.422913205959416131e-11,2.188888120933840096e-23,-1.157344244477734453e-15,1.435059088777104564e-23
9.619662165466461457e-04,1.606626111666015067e-08,2.071971070926570399e-12,1.624450191661673613e-12,-7.447289942691808465e-25,-3.185940110289523205e-17,2.885691861795822152e-24
1.247046760908558736e-03,7.466549318702597545e-08,7.514970515545843532e-12,1.930084560834318355e-11,1.730239026888317595e-22,-4.714912222387770262e-15,-1.552268727056404750e-22
9.871102420754989965e-04,3.842810517693465312e-09,2.631391512523560737e-12,8.882115697041969074e-12,1.314689691073893897e-23,-4.728541860845301317e-16,4.087845386771873893e-23
1.041849298751071047e-03,3.819256570932466027e-08,2.068497282165196756e-12,4.450946681212623427e-12,2.773358068420951122e-24,-8.636300782433191560e-16,-1.321753190089194625e-23
1.279713921681027104e-03,1.755808447061691387e-09,2.328778216170875327e-11,2.067967193887513120e-11,4.347537859285455785e-22,-2.381240994556803186e-16,-1.301454961955046907e-22
